PMID;First Author;Publication Date;Title;Abstract;DOI;classification;species;country;statistics;optimization;strategies;notes;human;pred;TRUE
24488190;Costard S;2014;Using risk assessment as part of a systems approach to the control and prevention of HPAIV H5N1.;Since its emergence in China in 1996, highly pathogenic avian influenza virus subtype H5N1 has spread across Asia, Africa, and Europe. Countries had to promptly implement control and prevention measures. Numerous research and capacity building initiatives were conducted in the affected regions to improve the capacity of national animal health services to support the development of risk-based mitigation strategies. This paper reviews and discusses risk assessments initiated in several South-East Asian and African countries under one of these projects. Despite important data gaps, the risk assessment results improved the ability of policy makers to design appropriate risk management policies. Disease risk was strongly influenced by various human behavioral factors. The ongoing circulation of HPAIV H5N1 in several Asian countries and in Egypt, despite major disease control efforts, supports the need for an interdisciplinary approach to development of tailored risk management policies, in accordance with the EcoHealth paradigm and the broad concept of risk governance. In particular, active stakeholders engagement and integration of economic and social studies into the policy making process are needed to optimize compliance and sustainable behavioral changes, thereby increasing the effectiveness of mitigation strategies.;10.1007/s10393-014-0907-1;not included;birds;china;africa;europe;unknown;risk assessment;0;0;0
34854269;Chen Y;2021 Nov;Development of a multiplex qRT-PCR assay for detection of African swine fever virus, classical swine fever virus and porcine reproductive and respiratory syndrome virus.;BACKGROUND: African swine fever virus (ASFV), classical swine fever virus (CSFV), and porcine reproductive and respiratory syndrome virus (PRRSV) are still prevalent in many regions of China. Co-infections make it difficult to distinguish their clinical symptoms and pathological changes. Therefore, a rapid and specific method is needed for the differential detection of these pathogens. OBJECTIVES: The aim of this study was to develop a multiplex real-time quantitative reverse transcription polymerase chain reaction (multiplex qRT-PCR) for the simultaneous differential detection of ASFV, CSFV, and PRRSV. METHODS: Three pairs of primers and TaqMan probes targeting the ASFV p72 gene, CSFV 5' untranslated region, and PRRSV ORF7 gene were designed. After optimizing the reaction conditions, including the annealing temperature, primer concentration, and probe concentration, multiplex qRT-PCR for simultaneous and differential detection of ASFV, CSFV, and PRRSV was developed. Subsequently, 1,143 clinical samples were detected to verify the practicality of the assay. RESULTS: The multiplex qRT-PCR assay could specifically and simultaneously detect the ASFV, CSFV, and PRRSV with a detection limit of 1.78 × 10(0) copies for the ASFV, CSFV, and PRRSV, but could not amplify the other major porcine viruses, such as pseudorabies virus, porcine circovirus type 1 (PCV1), PCV2, PCV3, foot-and-mouth disease virus, porcine parvovirus, atypical porcine pestivirus, and Senecavirus A. The assay had good repeatability with coefficients of variation of intra- and inter-assay of less than 1.2%. Finally, the assay was used to detect 1,143 clinical samples to evaluate its practicality in the field. The positive rates of ASFV, CSFV, and PRRSV were 25.63%, 9.36%, and 17.50%, respectively. The co-infection rates of ASFV+CSFV, ASFV+PRRSV, CSFV+PRRSV, and ASFV+CSFV+PRRSV were 2.45%, 2.36%, 1.57%, and 0.17%, respectively. CONCLUSIONS: The multiplex qRT-PCR developed in this study could provide a rapid, sensitive, specific diagnostic tool for the simultaneous and differential detection of ASFV, CSFV, and PRRSV.;10.4142/jvs.2021.22.e87;not included;pigs;china;probabilistic;mentioned but not applied;risk-based monitoring;laboratory techniques not applicable or false;0;0;0
27729175;Sitaras I;2016 Nov 4;Mutations in the haemagglutinin protein and their effect in transmission of highly pathogenic avian influenza (HPAI) H5N1 virus in sub-optimally vaccinated chickens.;BACKGROUND: Transmission of highly pathogenic avian influenza (HPAI) viruses in poultry flocks is associated with huge economic losses, culling of millions of birds, as well as human infections and deaths. In the cases where vaccination against avian influenza is used as a control measure, it has been found to be ineffective in preventing transmission of field strains. Reports suggest that one of the reasons for this is the use of vaccine doses much lower than the ones recommended by the manufacturer, resulting in very low levels of immunity. In a previous study, we selected for immune escape mutants using homologous polyclonal sera and used them as vaccines in transmission experiments. We concluded that provided a threshold of immunity is reached, antigenic distance between vaccine and challenge strains due to selection need not result in vaccine escape. Here, we evaluate the effect that the mutations in the haemagglutinin protein of our most antigenically-distant mutant may have in the transmission efficiency of this mutant to chickens vaccinated against the parent strain, under sub-optimal vaccination conditions resembling those often found in the field. METHODS: In this study we employed reverse genetics techniques and transmission experiments to examine if the HA mutations of our most antigenically-distant mutant affect its efficiency to transmit to vaccinated chickens. In addition, we simulated sub-optimal vaccination conditions in the field, by using a very low vaccine dose. RESULTS: We find that the mutations in the HA protein of our most antigenically-distant mutant are not enough to allow it to evade even low levels of vaccination-induced immunity. DISCUSSION: Our results suggest that - for the antigenic distances we investigated - vaccination can reduce transmission of an antigenically-distant strain compared to the unvaccinated groups, even when low vaccine doses are used, resulting in low levels of immunity.;10.1016/j.vaccine.2016.10.002;not included;chickens;unknown;unknown;mentioned but not applied;unknown;does not focus on disease surveillance;0;0;0
22043912;Rogers KG;2011;Diversity and distribution of white-tailed deer mtDNA lineages in chronic wasting disease (CWD) outbreak areas in southern Wisconsin, USA.;Chronic wasting disease (CWD) is a transmissible spongiform encephalopathy affecting North American cervids. Because it is uniformly fatal, the disease is a major concern in the management of white-tailed deer populations. Management programs to control CWD require improved knowledge of deer interaction, movement, and population connectivity that could influence disease transmission and spread. Genetic methods were employed to evaluate connectivity among populations in the CWD management zone of southern Wisconsin. A 576-base-pair region of the mitochondrial DNA of 359 white-tailed deer from 12 sample populations was analyzed. Fifty-eight variable sites were detected within the sequence, defining 43 haplotypes. While most sample populations displayed similar levels of haplotype diversity, individual haplotypes were clustered on the landscape. Spatial clusters of different haplotypes were apparent in distinct ecoregions surrounding CWD outbreak areas. The spatial distribution of mtDNA haplotypes suggests that clustering of the deer matrilineal groups and population connectivity are associated with broad-scale geographic landscape features. These landscape characteristics may also influence the contact rates between groups and therefore the potential spread of CWD. this may be especially true of local disease spread between female social groups. Our results suggest that optimal CWD management needs to be tailored to fit gender-specific dispersal behaviors and regional differences in deer population connectivity. This information will help wildlife managers design surveillance and monitoring efforts based on population interactions and potential deer movement among CWD-affected and unaffected areas.;10.1080/15287394.2011.618980;not included;deer;usa;genetic analysis;mentioned but not applied;risk-based monitoring;does not meet criteria;0;0;0
39057794;Nga BTT;2024 Jul 6;Evaluation of Selective Culling as a Containment Strategy for African Swine Fever at a Vietnamese Sow Farm.;Selective culling, also known as the tooth extraction approach, is a strategy for controlling African swine fever (ASF) by removing only sick and suspect animals instead of the entire herd in Vietnam. This method prioritizes preserving healthy animals, particularly valuable breeding pigs. Despite its implementation in various forms, no standardized protocol based on scientific principles has been established. Farms typically adapt this strategy based on their understanding, which can vary significantly. In implementing of selective culling that is not based on scientific principles, there is a significant risk of spreading the disease. The aim of this study is to evaluate the consequences of selective culling as currently implemented in Vietnam. Our analysis on a large sow farm revealed that current practices rely heavily on clinical observations without laboratory confirmations. This approach allows ASF-infected animals to remain on the farm longer, potentially exacerbating the spread of the virus. Thus, selective culling poses a substantial risk by potentially exacerbating the spread of disease. Our findings emphasize that early diagnosis of ASF and systematic removal of infected pigs are critical components for the effective implementation of selective culling strategies and that a high level of fragmentation to minimize contact between animals plays a key role. The optimal approach is to test conspicuous animals and separate them. Under no circumstances should suspect animals be left in the herd for several days before they become severely ill and succumb to the disease. ;10.3390/pathogens13070567;not included;pigs;vietnam;deterministic modelling;optimization;unknown;does not involve statistical modelling or optimization techniques;0;0;0
31726114;Wang D;2020 Feb;Development of a real-time loop-mediated isothermal amplification (LAMP) assay and visual LAMP assay for detection of African swine fever virus (ASFV).;African swine fever (ASF) is a fatal disease caused by a virus in domestic pigs. In this study, a real-time loop-mediated isothermal amplification (LAMP) assay and visual LAMP assay were developed for the detection of African swine fever virus (ASFV). LAMP primers targeting the p10 gene of ASFV were designed, the LAMP reaction system was optimized with plasmid pUC57 containing the p10 gene sequence, and the specificities of the real-time LAMP and the visual assays were tested with the DNA or cDNA of pseudorabies virus (PRV), porcine circovirus type 2 (PCV2), classical swine fever virus (CSFV), porcine reproductive and respiratory syndrome virus (PRRSV), porcine parvovirus (PPV) and ASFV, as well as the plasmid pUC57 containing the p10 gene sequence. The detection limits were determined using a serial dilution of plasmid pUC57 containing the p10 gene sequence. Our results showed that the LAMP assays could accurately and specifically detect ASFV with a detection limit of 30 copies per μl(-1) of pUC57 containing p10 gene sequence. In addition, the LAMP assays were further evaluated using various genotypes of ASFV strains. Furthermore, the LAMP assays are comparable with the well-established real-time PCR assay. This study provides promising solutions for facilitating preliminary and cost-effective surveillance for prevention and control of ASFV.;10.1016/j.jviromet.2019.113775;not included;pigs;unknown;deterministic modelling;mentioned but not applied;unknown;excluded due to laboratory technique focus;0;0;0
29032628;Krasevec J;2017 Oct;Diet quality and risk of stunting among infants and young children in low- and middle-income countries.;Age-appropriate complementary feeding practices are far from optimal among low- and middle-income countries with available data. The evidence on the association between feeding practices and linear growth is mixed. We sought to systematically examine the association between two indictors of dietary quality-dietary diversity and animal source food (ASF) consumption (WHO, 2008)-and stunting (length-for-age z-score) employing existing data from 39 Demographic and Health Surveys. Data on 74,548 children aged 6-23 months were pooled and multiple logistic regression models, adjusting for child, maternal, and household characteristics, employed to assess the association between dietary quality and stunting. Stratified models by child age and by World Bank country-income classifications (World Bank, 2015) were also applied. Children aged 6-23 months consuming zero food groups in the previous day had a 1.345 higher odds of being stunted when compared to the reference group (≥5 food groups). those who did not consume any ASF in the previous day had a 1.436 higher odds of being stunted compared to children consuming all three types of ASF (egg, meat, and dairy). We estimated that 2,629 cases of stunting would have been averted (12.6% of those stunted) among the population studied if all children had consumed five or more food groups. Outcomes by country-income groupings showed larger associations of diet diversity and ASF consumption for upper- and lower-middle income countries compared to low-income countries. In summary, dietary diversity and ASF consumption were associated with stunting, with associations varying by stratified groups.;10.1111/mcn.12430;not included;children;low- and middle-income countries;logistic regression;mentioned but not applied;risk assessment;does not meet inclusion criteria;0;0;0
30194915;Sun X;2018 Dec;Social network analysis for poultry HPAI transmission.;In this survey study, the networks among poultry farms and related poultry enterprises in two counties in China (Feixi County in Anhui Province and Beizhen city in Liaoning Province) were analysed and evaluated focusing on the connectivity of contacts, movements, and potential pathogen transmission. The Feixi County poultry production network exhibited greater connectivity, which incorporated approximately 94% of the farms interviewed in a major component (a set of connected farms not linked with each other), mainly due to linkages of backyard farms through local produce stores and individual agents, whilst the Beizhen City network was more fragmented owing to independent in-house operations (from breed, raise, to slaughter and process) of a few large companies, with multiple smaller components. A range of factors influencing the contacts/movements among farms (act as bridges) were identified in this study. Ability to predict the pathway with the network characteristics on the basis of the factors, such as entity type and geographic location, is useful for developing risk-based approaches for disease prevention, surveillance, early detection, and effective controlling.;10.1111/tbed.12972;not included;poultry;china;social network analysis;mentioned but not applied;risk-based approaches;does not focus on modelling or optimization techniques;0;0;0
32729566;Maja M;2020 Apr;Compartmentalisation: an example of a national official assurance system.;In South Africa's experience, compartmentalisation has been extremely effective in maintaining an animal subpopulation of a specific health status, based on segregation and biosecurity management. Compartmentalisation promotes animal disease control and underwrites a national official assurance system that provides zoosanitary trade guarantees for animals and animal products. South Africa started to develop the concept of compartmentalisation during the 1950s for the pig sector, due to African swine fever being endemic in wildlife in the north of the country, where certain biosecurity measures were used to protect domestic pigs. Compartmentalisation protocols were formalised and officially published from 2001 as voluntary systems, first for the pig industry and later for the poultry (chicken and ostrich) industry. South Africa uses five basic principles for animal health compartmentalisation, namely, segregation, biosecurity, record-keeping, surveillance and official inspection. These are applied in line with the World Organisation for Animal Health Terrestrial Animal Health Code guidelines. Industry and the farmer bear the costs of compartmentalisation and, in turn, obtain not only animal disease protection but also trade advantages due to health assurances. Compartmentalisation ensures optimal use of government resources as the expenses for animal disease control are shared with private industries. International acceptance and standardisation of compartments is advocated as a measure to provide assurances for disease freedom, based on risk-specific mitigation measures.;10.20506/rst.39.1.3074;not included;pigs;south africa;unknown;mentioned but not applied;unknown;does not focus on statistical modelling or optimization techniques;0;0;0
22305878;Willeberg P;2012 Aug 1;Animal health surveillance applications: The interaction of science and management.; Animal health surveillance is an ever-evolving activity, since health- and risk-related policy and management decisions need to be backed by the best available scientific evidence and methodology. International organizations, trade partners, politicians, media and the public expect fast, understandable, up-to-date presentation and valid interpretation of animal disease data to support and document proper animal health management - in crises as well as in routine control applications. The delivery and application of surveillance information need to be further developed and optimized, and epidemiologists, risk managers, administrators and policy makers need to work together in order to secure progress. Promising new developments in areas such as risk-based surveillance, spatial presentation and analysis, and genomic epidemiology will be mentioned. Limitations and areas in need of further progress will be underlined, such as the general lack of a wide and open exchange of international animal disease surveillance data. During my more than 30 year career as a professor of Veterinary Epidemiology I had the good fortune of working in challenging environments with different eminent colleagues in different countries on a variety of animal health surveillance issues. My career change from professor to Chief Veterinary Officer (CVO) -   from science to application   - was caused by my desire to see for myself if and how well epidemiology would actually work to solve real-life problems as I had been telling my students for years that it would. Fortunately it worked for me! The job of a CVO is not that different from that of a professor of Veterinary Epidemiology. the underlying professional principles are the same. Every day I had to work from science, and base decisions and discussions on documented evidence - although sometimes the evidence was incomplete or data were simply lacking. A basic understanding of surveillance methodology is very useful for a CVO, since it provides a sound working platform not only for dealing with immediate questions when new or emerging disease situations arise, but also for more long-term activities, such as policy development, contingency planning and trade negotiations. Animal health issues, which emerged during my eight years as a CVO in Denmark from 1999 to 2007, will be used as examples, including BSE, FMD, HPAI and Trichinella testing. Emphasis will be placed on how science-based surveillance methodology and tools were developed, applied and documented. ;10.1016/j.prevetmed.2012.01.010;not included;unknown;unknown;mentioned but not applied;unknown;optimization not applied;no specific methods mentioned;0;0;0
27009612;Wawegama NK;2016 Aug;Evaluation of a conserved HA274-288 epitope to detect antibodies to highly pathogenic avian influenza virus H5N1 in Indonesian commercial poultry.;A peptide enzyme linked immunosorbent assay (ELISA) based on an epitope in the haemagglutinin (HA) of avian influenza virus H5N1, amino acid positions 274-288 (HA274-288) was evaluated for detection of H5N1-specific antibodies. An optimized ELISA based on the tetrameric form of the HA274-288 epitope designated MP15 gave low background with non-immune chicken sera and detected vaccinated and infected birds. The HA274-288 epitope was highly conserved in Indonesian H5N1 strains and antibody responses were detected in the majority of the vaccinated chickens regardless of the H5N1 strain used for vaccination. The HA274-288 epitope was also conserved in the majority of H5N1 strains from the neighbouring Asian region, and other H5 subtypes potentially allowing for a wider use of the MP15 ELISA in H5N1 vaccinated and infected flocks. The MP15 ELISA results correlated significantly with haemagglutination inhibition (HI) test results and test sensitivity and specificity were 87% and 92%, respectively. The MP15 ELISA titres were significantly higher than the HI titres in all immune sera allowing for sera to be tested at a single dilution of 1:400 which is of advantage in routine surveillance. The study indicated that the MP15 ELISA is potentially useful for serological detection of H5N1 vaccinated or infected poultry and to have some advantages over the standard HI test for routine monitoring of flocks' immunity after vaccination.;10.1080/03079457.2016.1167276;not included;poultry;indonesia;regression analysis;mentioned but not applied;risk-based monitoring;excluded due to not meeting modelling criteria;0;0;0
20521643;Pfeiffer J;2010 Mar;Efficacy of commercial vaccines in protecting chickens and ducks against H5N1 highly pathogenic avian influenza viruses from Vietnam.;Highly pathogenic (HP) H5N1 avian influenza (AI) viruses continue to circulate in Asia and have spread to other regions of the world. Though attempts at eradication of the viruses during various outbreaks have been successful for short periods of time, new strains of H5N1 viruses continue to emerge and have become endemic in parts of Asia and Africa. Vaccination has been employed in Vietnam as part of AI control programs. Domestic ducks, which make up a large part of poultry in Vietnam, have been recognized as one of the primary factors in the spread of AI in this country. As a result, ducks have been included in the vaccination programs. Despite the effort to control AI in Vietnam, eradication of the disease has not been possible, due in part to the emergence and spread of new viruses. Here, we tested the abilities of avian influenza oil emulsion vaccines of different genetic origins to protect against disease and viral shedding in both 2-wk-old white leghorn chickens and 1-wk-old Pekin ducks. Seventy-five to 100% of vaccinated chickens were protected from mortality, but viral shedding occurred for at least 4 days post challenge. All but one vaccinated duck were protected from mortality. however, all groups shed virus up through at least 5 days postchallenge, depending on the vaccine and challenge virus used. Differences in levels of hemagglutination inhibition (HI) antibody titers induced by the vaccines were observed in both chickens and ducks. Although the vaccines tested were effective in protecting against disease and mortality, updated and more efficacious vaccines are likely needed to maintain optimal protection.;10.1637/8715-031909-Reg.1;not included;chickens;ducks;vietnam;unknown;mentioned but not applied;vaccine efficacy study or false;0;0;0
23002439;Michel B;2012 Nov 1;Genetic depletion of complement receptors CD21/35 prevents terminal prion disease in a mouse model of chronic wasting disease.;The complement system has been shown to facilitate peripheral prion pathogenesis. Mice lacking complement receptors CD21/35 partially resist terminal prion disease when infected i.p. with mouse-adapted scrapie prions. Chronic wasting disease (CWD) is an emerging prion disease of captive and free-ranging cervid populations that, similar to scrapie, has been shown to involve the immune system, which probably contributes to their relatively facile horizontal and environmental transmission. In this study, we show that mice overexpressing the cervid prion protein and susceptible to CWD (Tg(cerPrP)5037 mice) but lack CD21/35 expression completely resist clinical CWD upon peripheral infection. CD21/35-deficient Tg5037 mice exhibit greatly impaired splenic prion accumulation and replication throughout disease, similar to CD21/35-deficient murine prion protein mice infected with mouse scrapie. TgA5037.CD21/35(-/-) mice exhibited little or no neuropathology and deposition of misfolded, protease-resistant prion protein associated with CWD. CD21/35 translocate to lipid rafts and mediates a strong germinal center response to prion infection that we propose provides the optimal environment for prion accumulation and replication. We further propose a potential role for CD21/35 in selecting prion quasi-species present in prion strains that may exhibit differential zoonotic potential compared with the parental strains.;10.4049/jimmunol.1201579;not included;mice;unknown;unknown;mentioned but not applied;unknown;does not meet criteria;0;0;0
40284926;Yin J;2025 Mar 27;Implementation of RT-RAA and CRISPR/Cas13a for an NiV Point-of-Care Test: A Promising Tool for Disease Control.;Nipah virus (NiV) is a severe zoonotic pathogen that substantially threatens public health. Pigs are the natural hosts of NiV and can potentially transmit this disease to humans. Establishing a rapid, sensitive, and accurate point-of-care detection method is critical in the timely identification of infected pig herds. In this study, we developed an NiV detection method based on reverse transcription-recombinase polymerase amplification (RT-RAA) and the clustered regularly interspaced short palindromic repeats (CRISPR)-associated protein 13a (Cas13a) system for the precise detection of NiV. The highly conserved region of the NiV gene was selected as the detection target. We first designed eleven pairs of RT-RAA primers, and the optimal primer combination and reaction temperature were identified on the basis of RT-RAA efficiency. Additionally, the most efficient crRNA sequence was selected on the basis of the fluorescence signal intensity. The results revealed that the optimal reaction temperature for the developed method was 37 °C. The detection limit was as low as 1.565 copies/μL. Specificity testing revealed no cross-reactivity with nucleic acids from six common swine viruses, including Seneca virus A (SVA), foot-and-mouth disease virus (FMDV), classical swine fever virus (CSFV), porcine epidemic diarrhea virus (PEDV), African swine fever virus (ASFV), and pseudorabies virus (PRV). A validation test using simulated clinical samples revealed a 100% concordance rate. The detection results can be visualized via a fluorescence reader or lateral flow strips (LFSs). Compared with conventional detection methods, this RT-RAA-CRISPR/Cas13a-based method is rapid and simple and does not require scientific instruments. Moreover, the reagents can be freeze-dried for storage, eliminating the need for cold-chain transportation. This detection technology provides a convenient and efficient new tool for the point-of-care diagnosis of NiV and for preventing and controlling outbreaks.;10.3390/v17040483;not included;pigs;unknown;unknown;mentioned but not applied;unknown;does not meet inclusion criteria;0;0;0
21216104;Díaz-Martín V;2011 May 31;Cloning, characterization and diagnostic performance of the salivary lipocalin protein TSGP1 from Ornithodoros moubata.;The argasid tick Ornithodoros moubata is distributed throughout South and East Africa and Madagascar, where it colonizes wild and domestic habitats and feeds on warthogs, domestic swine, and humans. This argasid transmits the spirochete Borrelia duttonii, causing East African tick-borne relapsing fever in humans, and the African swine fever virus, which causes a highly lethal haemorrhagic disease in pigs. Tick surveillance and the elimination of O. moubata from synanthropic environments (human dwellings and pigsties) would facilitate the control and prevention of these two diseases. Since direct surveillance methods are impractical in this context, the development of an indirect method for the detection of specific antibodies against tick salivary proteins in samples taken from animal or human hosts living in the area under study would provide a more convenient surveillance and diagnostic tool. Previous work has indicated that the 20A1 salivary antigen of O. moubata could be an optimal candidate for the development of a specific serological test and identified it as an orthologue of the Ornithodoros savignyi TSGP1 lipocalin. The objectives of the present work were to clone, sequence, and molecularly characterize the O. moubata TSGP1, as well as its production as a recombinant protein in order to assess its usefulness as a diagnostic antigen in an ELISA test for tick surveillance. Our results show that O. moubata TSGP1 (OmTSGP1) conserves the tertiary structure of lipocalins and contains the biogenic amine-binding motif. We also show that OmTSGP1 shares 65% sequence identity with the O. savignyi TSGP1, demonstrating that they represent orthologous proteins and suggesting they share identical function as biogenic amine scavengers. A recombinant form of OmTSGP1 was produced, showing 100% sensitivity and 99.4% specificity in an ELISA test for the detection of anti-O. moubata antibodies in pig sera. This recombinant antigen represents a promising epidemiological tool for O. moubata surveillance that may help to implement control measures against O. moubata-borne diseases.;10.1016/j.vetpar.2010.12.014;not included;ticks;africa;serology;mentioned but not applied;diagnostic tool development;excluded due to not meeting modelling or optimization criteria;0;0;0
21192824;He F;2010 Dec 30;Complementary monoclonal antibody-based dot ELISA for universal detection of H5 avian influenza virus.;BACKGROUND: Rapid diagnosis and surveillance for H5 subtype viruses are critical for the control of H5N1 infection. RESULTS: In this study, H5 Dot ELISA, a rapid test for the detection of avian H5N1 influenza virus, was developed with two complementary H5 monoclonal antibodies. HA sequencing of escape mutants followed by epitope mapping revealed that the two Mabs target the epitope component (189th amino acid) on the HA protein but are specific for different amino acids (189Lys or 189Arg). Gene alignment indicated that these two amino acids are the most frequent types on this position among all of the H5 AIV reported in GeneBank. These two H5 Mabs were used together in a dot ELISA to detect H5 viral antigen. The detection limit of the developed test for multiple clades of H5N1 viruses, including clades 0, 1, 2.1, 2.2, 2.3, 4, 7, and 8, was less than 0.5 hemagglutinin units. The specificity of the optimized dot ELISA was examined by using 100 H5 strains, including H5N1 HPAI strains from multiple clades, 36 non-H5N1 viruses, and 4 influenza B viruses. No cross-reactivity was observed for any of the non-H5N1 viruses tested. Among 200 random poultry samples, the test gave 100% positive results for all of the twelve RT-PCR-positive samples. CONCLUSIONS: Considering that the test is convenient for field use, this H5 Dot ELISA can be used for on-site detection of H5N1 infection in clinical or environmental specimens and facilitate the investigation of H5N1 influenza outbreaks and surveillance in poultry.;10.1186/1471-2180-10-330;not included;birds;unknown;deterministic modelling;mentioned but not applied;unknown;does not meet criteria for optimization or modelling;0;0;0
19941606;Bastos AD;2009 Dec;A host species-informative internal control for molecular assessment of African swine fever virus infection rates in the African sylvatic cycle Ornithodoros vector.;African swine fever virus (ASFV) infection in adult Ornithodoros porcinus (Murry 1877, sensuWalton 1979) ticks collected from warthog burrows in southern and East Africa was assessed using a duplex genomic amplification approach that is informative with respect to the invertebrate host species and infecting sylvatic cycle virus. DNA extracted from individual ticks was used as template for the simultaneous amplification of a C-terminal 478-bp ASFV p72 gene region and a approximately 313-bp fragment of the tick mitochondrial 16S rRNA gene, under optimized reaction conditions. Within-warthog burrow infection rates ranged from 0% to 43% using this approach, and phylogenetic analysis of 16S gene sequences revealed the presence of three geographically discrete O. porcinus lineages, but no support for subspecies recognition. False negatives are precluded by the inclusion of host species-informative primers that ensure the DNA integrity of cytoplasmically located genome extracts. In addition, infection rate estimates are further improved as false positives arising from carry-over contamination when performing a two-step nested polymerase chain reaction are negated by the one-step approach. Phylogenetic comparison of full-length virus gene sequences with the partial C-terminal p72 gene target confirmed the epidemiological utility of the latter in a sylvatic setting. The method is therefore of particular value in studies assessing the prevalence and diversity of ASFV in relation to the African sylvatic tick vector and holds potential for investigating the role of alternative tick species in virus maintenance and transmission.;10.1111/j.1365-2915.2009.00828.x;not included;ticks;africa;duplex genomic amplification;mentioned but not applied;unknown;does not meet criteria;0;0;0
19178968;Bos ME;2009 Apr 1;Back-calculation method shows that within-flock transmission of highly pathogenic avian influenza (H7N7) virus in the Netherlands is not influenced by housing risk factors.;To optimize control of an avian influenza outbreak knowledge of within-flock transmission is needed. This study used field data to estimate the transmission rate parameter (beta) and the influence of risk factors on within-flock transmission of highly pathogenic avian influenza (HPAI) H7N7 virus in the 2003 epidemic in The Netherlands. The estimation is based on back-calculation of daily mortality data to fit a susceptible-infectious-dead format, and these data were analysed with a generalized linear model. This back-calculation method took into account the uncertainty of the length of the latent period, the survival of an infection by some birds and the influence of farm characteristics. After analysing the fit of the different databases created by back-calculation, it could be concluded that an absence of the latency period provided the best fit. The transmission rate parameter (beta) from these field data was estimated at 4.50 per infectious chicken per day (95% CI: 2.68-7.57), which was lower than what was reported from experimental data. In contrast to general belief, none of the studied risk factors (housing system, flock size, species, age of the birds in weeks and date of depopulation) had significant influence on the estimated beta.;10.1016/j.prevetmed.2008.12.003;not included;chickens;netherlands;generalized linear model;mentioned but not applied;unknown;does not focus on optimization of surveillance strategies;0;0;0
40302921;Goraichuk IV;2025;Custom barcoded primers for influenza A nanopore sequencing: enhanced performance with reduced preparation time.;Highly pathogenic avian influenza is endemic and widespread in wild birds and is causing major outbreaks in poultry worldwide and in U.S. dairy cows, with several recent human cases, highlighting the need for reliable and rapid sequencing to track mutations that may facilitate viral replication in different hosts. SNP analysis is a useful molecular epidemiology tool to track outbreaks, but it requires accurate whole-genome sequencing (WGS) with sufficient read depth across all eight segments. In outbreak situations, where timely data is critical for controlling the spread of the virus, reducing sequencing preparation time while maintaining high-quality standards is particularly important. In this study, we optimized a custom barcoded primer strategy for influenza A whole-genome sequencing on the nanopore sequencing platform, combining the high performance of the Native Barcoding Kit with the prompt preparation time of the Rapid Barcoding Kit. Custom barcoded primers were designed to perform barcode attachment during RT-PCR amplification, eliminating the need for separate barcoding and clean-up steps, thus reducing library preparation time. We compared the performance of the custom barcoded primer method with the Native and Rapid barcoding kits in terms of read quality, read depth, and sequencing output. The results show that the custom barcoded primers provided performance comparable to the Native Barcoding Kit while reducing library preparation time by 2.3X compared to the Native kit and being only 15 minutes longer than the Rapid kit with better depth of sequencing. Additionally, the custom barcoded primer method was evaluated on a variety of clinical sample types. This approach offers a promising solution for influenza A sequencing, providing both high throughput and time efficiency, which significantly improves the time-to-result turnaround, making sequencing more accessible for real-time surveillance.;10.3389/fcimb.2025.1545032;not included;influenza;global;unknown;mentioned but not applied;unknown;does not meet criteria;0;0;0
20718844;McCarthy MA;2010 Oct;Resource allocation for efficient environmental management.;Environmental managers must decide how to invest available resources. Researchers have previously determined how to allocate conservation resources among regions, design nature reserves, allocate funding to species conservation programs, design biodiversity surveys and monitoring programs, manage species and invest in greenhouse gas mitigation schemes. However, these issues have not been addressed with a unified theory. Furthermore, uncertainty is prevalent in environmental management, and needs to be considered to manage risks. We present a theory for optimal environmental management, synthesizing previous approaches to the topic and incorporating uncertainty. We show that the theory solves a diverse range of important problems of resource allocation, including distributing conservation resources among the world's biodiversity hotspots. surveillance to detect the highly pathogenic avian influenza H5N1 virus in Thailand. and choosing survey methods for the insect order Hemiptera. Environmental management decisions are similar to decisions about financial investments, with trade-offs between risk and reward.;10.1111/j.1461-0248.2010.01522.x;not included;unknown;unknown;unknown;mentioned but not applied;unknown;does not focus on specific animal diseases or species;0;0;0
